Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Euro Zone,Price / Euro Zone,Compare At Price / Euro Zone,Included / International,Price / International,Compare At Price / International,Status
copy-of-erin-heather-bubley-proin-velit,,,,,,,,,Orchid,,Small,,,"",0.0,shopify,100,deny,manual,17.00,19.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_957fbd1a-3e25-4799-b515-36af88e5a281.jpg?v=1687330117,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_957fbd1a-3e25-4799-b515-36af88e5a281.jpg?v=1687330117,kg,,,,,,,,,,,,,
copy-of-erin-heather-bubley-proin-velit,,,,,,,,,Orchid,,Large,,,"",0.0,shopify,100,deny,manual,17.00,19.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/10_65e9ee0f-c6bf-4b4c-b82d-f00d535f832c.jpg?v=1687330117,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/10_65e9ee0f-c6bf-4b4c-b82d-f00d535f832c.jpg?v=1687330117,kg,,,,,,,,,,,,,
copy-of-erin-heather-bubley-proin-velit,,,,,,,,,Orchid,,Medium,,,"",0.0,shopify,100,deny,manual,17.00,19.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/11.jpg?v=1687330117,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/11.jpg?v=1687330117,kg,,,,,,,,,,,,,
copy-of-erin-heather-bubley-proin-velit,,,,,,,,,Chocolate,,Small,,,"",0.0,shopify,100,deny,manual,17.00,19.00,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_60b0ea83-4623-4946-995b-3b846f83241d.jpg?v=1687330117,kg,,,,,,,,,,,,,
copy-of-erin-heather-bubley-proin-velit,,,,,,,,,Chocolate,,Large,,,"",0.0,shopify,100,deny,manual,17.00,19.00,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_957fbd1a-3e25-4799-b515-36af88e5a281.jpg?v=1687330117,kg,,,,,,,,,,,,,
copy-of-erin-heather-bubley-proin-velit,,,,,,,,,Chocolate,,Medium,,,"",0.0,shopify,200,deny,manual,17.00,19.00,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/10_65e9ee0f-c6bf-4b4c-b82d-f00d535f832c.jpg?v=1687330117,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,Sterling Silver Oval Stone Ring,"<p>Nam tristique porta ligula, vel viverra sem eleifend nec. Nulla sed purus augue, eu euismod tellus. Nam mattis eros nec mi sagittis sagittis. Vestibulum suscipit cursus bibendum. Integer at justo eget sem auctor auctor eget vitae arcu. Nam tempor malesuada porttitor. Nulla quis dignissim ipsum. Aliquam pulvinar iaculis justo, sit amet interdum sem hendrerit vitae. Vivamus vel erat tortor. Nulla facilisi. In nulla quam, lacinia eu aliquam ac, aliquam in nisl.<br></p>
<h5><strong>Unordered list</strong></h5>
<ul>
<li>Lorem ipsum dolor sit amet, consectetur adipiscing elit.</li>
<li>Maecenas ullamcorper est et massa mattis condimentum.</li>
<li>Vestibulum sed massa vel ipsum imperdiet malesuada id tempus nisl.</li>
<li>Etiam nec massa et lectus faucibus ornare congue in nunc.</li>
<li>Mauris eget diam magna, in blandit turpis.</li>
</ul>
<h5><strong>Ordered list</strong></h5>
<ol>
<li>Lorem ipsum dolor sit amet, consectetur adipiscing elit.</li>
<li>Maecenas ullamcorper est et massa mattis condimentum.</li>
<li>Vestibulum sed massa vel ipsum imperdiet malesuada id tempus nisl.</li>
<li>Etiam nec massa et lectus faucibus ornare congue in nunc.</li>
<li>Mauris eget diam magna, in blandit turpis.</li>
</ol>
<p>In cursus faucibus tortor eu vestibulum. Ut eget turpis ac justo porta varius. Donec vel felis ante, ac vehicula ipsum. Quisque sed diam metus. Quisque eget leo sit amet erat varius rutrum vitae dapibus lectus. Vivamus et sapien ante. Suspendisse potenti. Fusce in tellus est, ac consequat lacus. Nulla risus massa, commodo in imperdiet ut, ornare in leo. Duis pellentesque sagittis lorem, sed mollis lorem venenatis id.</p>",Allen Solly,,Blouse,"Clothes, Cotton, Fashion, Summer, Vintage",true,Color,Darkcyan,Size,Small,,,NHFL5,0.0,shopify,250,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15_442454c9-a0f5-4272-890f-d9dcb001acbd.jpg?v=1687410511,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15_442454c9-a0f5-4272-890f-d9dcb001acbd.jpg?v=1687410511,kg,,,true,true,,,true,,,true,,,active
copy-of-laura-bambrough-viverra-del,,,,,,,,,Darkcyan,,Medium,,,NHFL6,0.0,shopify,250,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15_h.jpg?v=1687410511,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15_h.jpg?v=1687410511,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Darkcyan,,Large,,,NHFL7,0.0,shopify,250,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_8f5d5a73-c0f3-4d6e-877b-63d42cbf5f95.jpg?v=1687410511,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_8f5d5a73-c0f3-4d6e-877b-63d42cbf5f95.jpg?v=1687410511,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Coral,,Small,,,NHFL5,0.0,shopify,250,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_8f4f20d9-10ca-4b7b-b31f-d89d31c091b7.jpg?v=1687410511,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_8f4f20d9-10ca-4b7b-b31f-d89d31c091b7.jpg?v=1687410511,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Coral,,Medium,,,NHFL6,0.0,shopify,250,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_0a0d74ed-a96d-455d-99cf-c0c64a3f9b8a.jpg?v=1687410509,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_0a0d74ed-a96d-455d-99cf-c0c64a3f9b8a.jpg?v=1687410509,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Coral,,Large,,,NHFL7,0.0,shopify,250,deny,manual,240.00,,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_bfa618f8-0d27-408f-be78-7e3fb97477bf.jpg?v=1687410509,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17_bfa618f8-0d27-408f-be78-7e3fb97477bf.jpg?v=1687410509,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Red,,Small,,,NHFL5,0.0,shopify,250,deny,manual,240.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_8f5d5a73-c0f3-4d6e-877b-63d42cbf5f95.jpg?v=1687410511,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Red,,Medium,,,NHFL6,0.0,shopify,250,deny,manual,240.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_0a0d74ed-a96d-455d-99cf-c0c64a3f9b8a.jpg?v=1687410509,kg,,,,,,,,,,,,,
copy-of-laura-bambrough-viverra-del,,,,,,,,,Red,,Large,,,NHFL7,0.0,shopify,250,deny,manual,240.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/09_8f4f20d9-10ca-4b7b-b31f-d89d31c091b7.jpg?v=1687410511,kg,,,,,,,,,,,,,
copy-of-apple-smart-watch-midnight-aluminum-1,Rose Gold Charm Bracelet,"<p>Look pretty in a kurta from u women's wear and get it in pink. limeroad has something for everyone.lay your hands on xs size kurtas to wear them as casual wear. <br>the best part? these beautiful styles can be taken from work to dinner in a jiffy! swank this kurta in vivid patterns priced at ₹1169. limeroad always gives you the hottest styles at the lowest prices.</p>
<h5><strong>Unordered list</strong></h5>
<ul>
<li>Lorem ipsum dolor sit amet, consectetur adipiscing elit.</li>
<li>Maecenas ullamcorper est et massa mattis condimentum.</li>
<li>Vestibulum sed massa vel ipsum imperdiet malesuada id tempus nisl.</li>
<li>Etiam nec massa et lectus faucibus ornare congue in nunc.</li>
<li>Mauris eget diam magna, in blandit turpis.</li>
</ul>
<h5><strong>Ordered list</strong></h5>
<ol>
<li>Lorem ipsum dolor sit amet, consectetur adipiscing elit.</li>
<li>Maecenas ullamcorper est et massa mattis condimentum.</li>
<li>Vestibulum sed massa vel ipsum imperdiet malesuada id tempus nisl.</li>
<li>Etiam nec massa et lectus faucibus ornare congue in nunc.</li>
<li>Mauris eget diam magna, in blandit turpis.</li>
</ol>
<p>In cursus faucibus tortor eu vestibulum. Ut eget turpis ac justo porta varius. Donec vel felis ante, ac vehicula ipsum. Quisque sed diam metus. Quisque eget leo sit amet erat varius rutrum vitae dapibus lectus. Vivamus et sapien ante. Suspendisse potenti. Fusce in tellus est, ac consequat lacus. Nulla risus massa, commodo in imperdiet ut, ornare in leo. Duis pellentesque sagittis lorem, sed mollis lorem venenatis id.</p>",Liverpool,,Accessories,"Back light, Calendar, Dual Time, Hronograph, Multi Function",true,Title,Default Title,,,,,NHFL5-10,0.0,shopify,59,deny,manual,100.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/13_273598a1-50b7-4f40-945c-0f796ef8000c.jpg?v=1687410325,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,active
copy-of-apple-smart-watch-midnight-aluminum-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/13_h.jpg?v=1687410325,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-apple-smart-watch-midnight-aluminum-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/14_5ad7e984-526b-4663-9136-ef3dbdb2538c.jpg?v=1687410325,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-apple-smart-watch-midnight-aluminum-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15_bc11d134-33c7-4007-88b4-ded89c5da0ac.jpg?v=1687410325,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-apple-smart-watch-midnight-aluminum-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/16_81779f0c-493f-45ef-b4fd-da680835d11a.jpg?v=1687410325,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-apple-smart-watch-midnight-aluminum-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/17.jpg?v=1687410325,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pendant-light-lamps-for-home-decor-1,Rose Gold Crescent Affair Earring,"<p>Nam tristique porta ligula, vel viverra sem eleifend nec. Nulla sed purus augue, eu euismod tellus. Nam mattis eros nec mi sagittis sagittis. Vestibulum suscipit cursus bibendum. Integer at justo eget sem auctor auctor eget vitae arcu. Nam tempor malesuada porttitor. Nulla quis dignissim ipsum. Aliquam pulvinar iaculis justo, sit amet interdum sem hendrerit vitae. Vivamus vel erat tortor. Nulla facilisi. In nulla quam, lacinia eu aliquam ac, aliquam in nisl.<br></p>
<h5><strong>Unordered list</strong></h5>
<ul>
<li>Lorem ipsum dolor sit amet, consectetur adipiscing elit.</li>
<li>Maecenas ullamcorper est et massa mattis condimentum.</li>
<li>Vestibulum sed massa vel ipsum imperdiet malesuada id tempus nisl.</li>
<li>Etiam nec massa et lectus faucibus ornare congue in nunc.</li>
<li>Mauris eget diam magna, in blandit turpis.</li>
</ul>
<h5><strong>Ordered list</strong></h5>
<ol>
<li>Lorem ipsum dolor sit amet, consectetur adipiscing elit.</li>
<li>Maecenas ullamcorper est et massa mattis condimentum.</li>
<li>Vestibulum sed massa vel ipsum imperdiet malesuada id tempus nisl.</li>
<li>Etiam nec massa et lectus faucibus ornare congue in nunc.</li>
<li>Mauris eget diam magna, in blandit turpis.</li>
</ol>
<p>In cursus faucibus tortor eu vestibulum. Ut eget turpis ac justo porta varius. Donec vel felis ante, ac vehicula ipsum. Quisque sed diam metus. Quisque eget leo sit amet erat varius rutrum vitae dapibus lectus. Vivamus et sapien ante. Suspendisse potenti. Fusce in tellus est, ac consequat lacus. Nulla risus massa, commodo in imperdiet ut, ornare in leo. Duis pellentesque sagittis lorem, sed mollis lorem venenatis id.</p>",Allen Solly,,Accessories,"Accessories, Cotton, Fashion, Summer, Time_2025/05/13 20:25:00, Vintage",true,Title,Default Title,,,,,NHFL5-2,0.0,shopify,200,deny,manual,17.00,19.00,true,true,"",https://cdn.shopify.com/s/files/1/0778/0220/9599/files/18.jpg?v=1688021607,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,active
copy-of-pendant-light-lamps-for-home-decor-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/18_h.jpg?v=1688021607,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pendant-light-lamps-for-home-decor-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/08_f12e6149-e9e0-4476-b406-c467b12dcd2b.jpg?v=1688021607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pendant-light-lamps-for-home-decor-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/19_1_dc64b80b-d6e7-417d-a803-4823b0ddaed1.jpg?v=1688021605,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pendant-light-lamps-for-home-decor-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/21_3_0fe67ba7-d3c8-47b2-b1e0-a938d7132f14.jpg?v=1688021605,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-pendant-light-lamps-for-home-decor-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/22_3.jpg?v=1688021605,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-tribit-stylist-wireless-bluetooth-headphone-1,Platinum and diamond ring,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span><span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span></p>
<h4><strong>Sample Unordered List</strong></h4>
<ul>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremou.</li>
</ul>
<h4><strong>Sample Ordered Lista</strong></h4>
<ol>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<h4><strong>Sample Paragraph Text</strong></h4>
<blockquote>
<p>Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summer!Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summe!</p>
</blockquote>",Levi’s,,Clothing,"Cotton, Fashion, Summer, Vintage",true,Color,Gray,,,,,NHFL7-11,0.0,shopify,300,deny,manual,370.00,390.00,true,true,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/11_83b1e260-584c-4ccf-b6d3-92a7bc055bfe.jpg?v=1687410142,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/11_83b1e260-584c-4ccf-b6d3-92a7bc055bfe.jpg?v=1687410142,kg,,,true,true,,,true,,,true,,,active
copy-of-tribit-stylist-wireless-bluetooth-headphone-1,,,,,,,,,Blue,,,,,NHFL7-12,0.0,shopify,300,deny,manual,300.00,390.00,true,true,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/011_h.jpg?v=1687410142,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/011_h.jpg?v=1687410142,kg,,,,,,,,,,,,,
copy-of-tribit-stylist-wireless-bluetooth-headphone-1,,,,,,,,,Red,,,,,NHFL7-13,0.0,shopify,100,deny,manual,370.00,390.00,true,true,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/12_cc15cc03-0578-423e-a794-63eeeb2be799.jpg?v=1687410140,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/12_cc15cc03-0578-423e-a794-63eeeb2be799.jpg?v=1687410140,kg,,,,,,,,,,,,,
copy-of-tribit-stylist-wireless-bluetooth-headphone-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/13_aab8f962-794b-45d1-86cb-f34fb7cf998a.jpg?v=1687410140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-tribit-stylist-wireless-bluetooth-headphone-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/14_8e75eeac-b116-4db2-a21e-aba32c47fc30.jpg?v=1687410140,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-tribit-stylist-wireless-bluetooth-headphone-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/15.jpg?v=1687410140,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-sterling-gold-style-wedding-earring,Slayinbyneelima gold earrings,"<p><span class=""MuiBox-root jss8118 innerWrapText"">Elegant and comfy, this embroidered A-line dress which has a round neck, and three-quarter sleeves is all you need to ensure your wardrobe is up to date. B</span><span>rowse through the latest collection of various ethnic dresses with cap sleeve sleeve designs to give a flawless desi look. Stay up to date with the great selection of attractive traditional ethnic dresses made with the perfect blend and modern style.</span></p>
<h4><strong>Sample Unordered List</strong></h4>
<ul>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremou.</li>
</ul>
<h4><strong>Sample Ordered Lista</strong></h4>
<ol>
<li>Comodous in tempor ullamcorper miaculis</li>
<li>Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li>Divamus sit amet purus justo.</li>
<li>Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<h4><strong>Sample Paragraph Text</strong></h4>
<blockquote>
<p>Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summer!Faded short sleeves t-shirt with high neckline. Soft and stretchy material for a comfortable fit. Accessorize with a straw hat and you're ready for summe!</p>
</blockquote>",PUMA,,Hat,"Cotton, Fashion, Summer, Time_2025/05/13 20:25:00, Vintage",true,Color,Darkcyan,,,,,NHFL5-10,0.0,shopify,99,deny,manual,250.00,290.00,true,true,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/21_3_d81f2a0a-5145-439f-94d8-fdd9b9df4c87.jpg?v=1688021670,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/21_3_d81f2a0a-5145-439f-94d8-fdd9b9df4c87.jpg?v=1688021670,kg,,,true,true,,,true,,,true,,,active
copy-of-sterling-gold-style-wedding-earring,,,,,,,,,Coral,,,,,NHFL5-11,0.0,shopify,99,deny,manual,250.00,290.00,true,true,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/21_h_1.jpg?v=1688021670,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/21_h_1.jpg?v=1688021670,kg,,,,,,,,,,,,,
copy-of-sterling-gold-style-wedding-earring,,,,,,,,,Gray,,,,,NHFL5-12,0.0,shopify,99,deny,manual,250.00,290.00,true,true,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/14_91c1ac9d-b826-4a47-8c05-f0c880cfcfda.jpg?v=1688021670,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/14_91c1ac9d-b826-4a47-8c05-f0c880cfcfda.jpg?v=1688021670,kg,,,,,,,,,,,,,
copy-of-sterling-gold-style-wedding-earring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/18_f834e9a5-6ebc-41d0-9365-05edcb57dca0.jpg?v=1688021670,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-sterling-gold-style-wedding-earring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/19_1_54bfd9d1-57d7-4723-89a3-8622a2d53b9b.jpg?v=1688021670,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-sterling-gold-style-wedding-earring,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/0220/9599/files/22_3_c06472eb-89b9-4f63-bbe8-678dfc994fe0.jpg?v=1688021668,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
